Context,Class,Termination,EdgeShape,Length,CortexPerc,Thickness,Width,CortexLoc,ScarNumber,Profile,CrossSection,PlatformType,DorsalPattern
PAP 4'00-4'75,Elongated product,Feathered,Divergent,32.26,0%,1.73,12.44,NA,3,Straight,Trapezoidal,Plain,Unidirectional
AMB IV,Elongated product,Feathered,Irregular,58.72,0%,3.98,22.64,NA,4,Straight,Triangular,Plain,Bidirectional
VALM,Elongated product,Feathered,Irregular,40.98,0%,3.6,15.8,NA,5,Curved,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.41,0%,2.68,10.95,NA,4,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,31.68,0%,6.43,12.21,NA,4,Curved,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,37.68,0%,4.56,14.52,NA,4,Straight,Other,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,20.84,0%,2.31,8.03,NA,6,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Irregular,45.84,0%,3.65,17.66,NA,0,Curved,Triangular,Plain,Unidentifiable
VB B,Elongated product,Pointed,Convergent,17.42,0%,2.23,6.71,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.48,<25%,3.92,10.97,Lateral/Distal,3,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Pointed,Convergent,23.94,0%,4.69,9.22,NA,0,Straight,Triangular,Crushed,Unidentifiable
VALM,Elongated product,Hinged,Divergent,27.42,0%,3.64,10.56,NA,2,Straight,Triangular,Crushed,Unidirectional
AMB VI,Elongated product,Pointed,Convergent,35.56,0%,4.01,13.69,NA,3,Curved,Triangular,Plain,Unidirectional
VALM,Elongated product,Pointed,Convergent,19.46,0%,1.79,7.49,NA,4,Curved,Trapezoidal,Plain,Unidirectional
VALM,Elongated product,Feathered,Parallel,34.85,0%,5.97,13.41,NA,NA,Straight,Triangular,Plain,Unidentifiable
AMB VI,Elongated product,Feathered,Convergent,14.95,0%,2.12,5.75,NA,4,Curved,Triangular,Plain,Unidirectional
VB C,Elongated product,Feathered,Irregular,29.13,0%,2.37,11.2,NA,2,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,28.2,<25%,3.02,10.84,Lateral/Distal,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,37.62,0%,2.98,14.46,NA,2,Twisted,Triangular,Plain,Unidentifiable
VB B,Elongated product,Feathered,Parallel,24.69,100%,2.54,9.49,NA,0,Curved,Other,Other,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.8,<25%,3.81,10.3,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,21.31,0%,2.04,8.19,NA,3,Straight,Triangular,Crushed,Bidirectional
VB B,Elongated product,Feathered,Parallel,19.86,0%,5.24,7.63,NA,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Convergent,23.46,0%,3.65,9.01,NA,4,Straight,Trapezoidal,Dihedral,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,24.06,25-75%,2.93,9.24,Lateral,3,Curved,Trapezoidal,Other,Unidirectional
AMB II,Elongated product,Feathered,Irregular,15.86,0%,2.03,6.09,NA,3,Curved,Triangular,Other,Bidirectional
VB B,Elongated product,Feathered,Parallel,37.71,0%,5.62,14.48,NA,3,Curved,Triangular,Plain,Unidirectional
VALM,Elongated product,Feathered,Irregular,37.48,0%,2.72,14.39,NA,3,Straight,Triangular,Crushed,Bidirectional
VALM,Elongated product,Feathered,Irregular,43.37,0%,3.47,16.65,NA,3,Twisted,Trapezoidal,Cortical,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,20.87,0%,2.91,8.01,NA,2,Straight,Triangular,Crushed,Bidirectional
VB C,Elongated product,Feathered,Parallel,38.18,0%,6.99,14.65,NA,6,Straight,Trapezoidal,Other,Bidirectional
VB B,Elongated product,Pointed,Convergent,16.58,0%,1.51,6.36,NA,3,Straight,Trapezoidal,Crushed,Unidirectional
VB C,Elongated product,Feathered,Biconvex,75.9,0%,21.45,29.09,NA,3,Irregular,Triangular,Other,Unidirectional
AMB IV,Elongated product,Feathered,Parallel,55.25,0%,10.1,21.17,NA,5,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,22.29,0%,1.97,8.54,NA,3,Straight,Trapezoidal,Plain,Unidirectional
VB B,Elongated product,Pointed,Convergent,26.03,25-75%,2.53,9.97,Lateral,1,Straight,Triangular,Crushed,Unidirectional
VB C,Elongated product,Feathered,Parallel,21.03,25-75%,3.74,8.05,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Elongated product,Feathered,Irregular,28.57,<25%,2.17,10.93,Distal,2,Irregular,Other,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,20.94,0%,3.62,8.01,NA,2,Straight,Triangular,Plain,Unidentifiable
VALM,Elongated product,Feathered,Parallel,13.78,0%,1.16,5.27,NA,3,Straight,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,36.4,0%,3.64,13.92,NA,4,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,20.56,0%,1.84,7.86,NA,5,Curved,Trapezoidal,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Irregular,21.32,0%,1.43,8.15,NA,2,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,40.34,0%,3.37,15.42,NA,3,Curved,Triangular,Plain,Bidirectional
VB B,Elongated product,Pointed,Irregular,16.88,0%,1.28,6.45,NA,2,Twisted,Triangular,Other,Unidirectional
AMB II,Elongated product,Feathered,Parallel,33.61,0%,2.67,12.84,NA,5,Straight,Trapezoidal,Plain,Bidirectional
AMB II,Elongated product,Hinged,Parallel,20.03,0%,2.04,7.65,NA,2,Straight,Triangular,Plain,Unidirectional
AMB II,Elongated product,Hinged,Divergent,36.47,0%,5.17,13.92,NA,2,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,39.23,<25%,4.78,14.97,Lateral/Proximal,3,Twisted,Triangular,Cortical,Bidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,39.31,<25%,6.43,15,Distal,3,Curved,Triangular,Plain,Unidirectional
VB C,Elongated product,Pointed,Convergent,19.84,0%,3.33,7.57,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,36.85,100%,6.73,14.06,NA,0,Straight,Triangular,Cortical,Unidentifiable
VB A,Elongated product,Feathered,Divergent,18.38,0%,3.98,7.01,NA,2,Straight,Triangular,Other,Unidirectional
VB B,Elongated product,Pointed,Irregular,19.98,0%,3.05,7.62,NA,2,Straight,Triangular,Crushed,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Parallel,37.81,0%,7.64,14.42,NA,3,Twisted,Triangular,Plain,Unidirectional
AMB VI,Elongated product,Feathered,Parallel,14.22,0%,1.5,5.42,NA,3,Straight,Triangular,Other,Bidirectional
VB C,Elongated product,Pointed,Biconvex,22.04,<25%,2,8.4,Lateral,2,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Convergent,29.86,0%,3.24,11.38,NA,5,Irregular,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,20.92,0%,2.35,7.97,NA,3,Irregular,Triangular,Plain,Bidirectional
AMB II,Elongated product,Feathered,Other,43.55,0%,4.55,16.59,NA,3,Twisted,Triangular,Plain,Unidirectional
VB B,Elongated product,Hinged,Parallel,29.43,0%,5.28,11.21,NA,4,Irregular,Triangular,Faceted,Unidirectional
VB B,Elongated product,Pointed,Parallel,29.8,0%,4.79,11.35,NA,3,Curved,Trapezoidal,Plain,Unidirectional
VB B,Elongated product,Feathered,Divergent,18.78,<25%,2.79,7.15,Lateral,3,Curved,Triangular,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,24.48,0%,3,9.32,NA,2,Twisted,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,34.99,25-75%,4.49,13.32,Mesial,4,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Biconvex,28.9,0%,1.45,11,NA,4,Curved,Trapezoidal,Plain,Unidirectional
VB C,Elongated product,Feathered,Parallel,47.37,0%,8.37,18.01,NA,3,Curved,Triangular,Other,Bidirectional
VALM,Elongated product,Feathered,Divergent,24.57,0%,2.47,9.34,NA,3,Curved,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.57,0%,2.25,9.72,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Irregular,28.78,25-75%,3.37,10.94,Lateral,2,Curved,Triangular,Cortical,Unidirectional
VALM,Elongated product,Feathered,Parallel,38.1,0%,8.62,14.48,NA,6,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.64,25-75%,5.51,10.12,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,15.48,0%,1.31,5.88,NA,2,Straight,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,31.25,0%,1.93,11.87,NA,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Other,23.62,0%,1.91,8.97,NA,3,Straight,Triangular,Plain,Bidirectional
AMB IV,Elongated product,Feathered,Irregular,27.52,0%,2.91,10.44,NA,3,Twisted,Triangular,Plain,Unidirectional
VB A,Elongated product,Hinged,Irregular,24.2,0%,2.07,9.18,NA,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,29.06,0%,2.22,11.02,NA,4,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'75-5'25,Elongated product,Pointed,Convergent,36.03,0%,1.99,13.66,NA,4,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Convergent,22.16,0%,2.1,8.4,NA,3,Straight,Trapezoidal,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,37.05,0%,3.06,14.04,NA,4,Straight,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.11,0%,2.97,10.65,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,20.3,0%,1.72,7.69,NA,4,Straight,Triangular,Plain,Bidirectional
VB C,Elongated product,Feathered,Divergent,25.48,<25%,5.3,9.65,Distal,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,41.1,<25%,4.19,15.56,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Elongated product,Feathered,Parallel,24.25,0%,3.63,9.18,NA,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,34.82,0%,2.36,13.18,NA,4,Curved,Triangular,Plain,Bidirectional
AMB II,Elongated product,Feathered,Parallel,19.82,0%,3.81,7.5,NA,3,Straight,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Parallel,36.05,0%,6.06,13.64,NA,6,Irregular,Other,Plain,Bidirectional
AMB II,Elongated product,Feathered,Divergent,49.46,25-75%,7.08,18.71,Distal,3,Curved,Triangular,Faceted,Unidirectional
AMB IV,Elongated product,Feathered,Parallel,18.72,0%,1.57,7.08,NA,2,Curved,Triangular,Dihedral,Unidirectional
AMB VI,Elongated product,Feathered,Parallel,19.23,25-75%,2.54,7.27,Lateral,1,Twisted,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,34.15,0%,2.69,12.91,NA,3,Curved,Trapezoidal,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,33.34,0%,3.92,12.6,NA,3,Curved,Triangular,Crushed,Bidirectional
AMB II,Elongated product,Pointed,Biconvex,21.54,0%,2.74,8.14,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,22.13,0%,2.54,8.36,NA,3,Straight,Triangular,Plain,Unidentifiable
VB C,Elongated product,Feathered,Divergent,24.01,0%,2.86,9.07,NA,4,Curved,Trapezoidal,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Divergent,33.17,0%,3.75,12.53,NA,4,Straight,Trapezoidal,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,43.9,0%,8.64,16.58,NA,2,Straight,Triangular,Crushed,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Parallel,31.35,0%,1.93,11.84,NA,5,Curved,Trapezoidal,Plain,Bidirectional
AMB II,Elongated product,Feathered,Parallel,20.79,0%,2.02,7.85,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.46,0%,2.85,9.99,NA,2,Straight,Triangular,Crushed,Unidirectional
VB A,Elongated product,Feathered,Parallel,42.75,75-95%,6.97,16.14,Lateral,1,Twisted,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Overpassed,Irregular,58.99,0%,5.71,22.27,NA,6,Curved,Trapezoidal,Plain,Bidirectional
VALM,Elongated product,Pointed,Convergent,49.19,0%,4.25,18.57,NA,3,Straight,Trapezoidal,Other,Unidirectional
VALM,Elongated product,Feathered,Parallel,32.11,0%,6.49,12.12,NA,4,Twisted,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,33.33,25-75%,3,12.58,Lateral,3,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.57,0%,3.02,10.78,NA,3,Curved,Trapezoidal,Plain,Bidirectional
AMB II,Elongated product,Feathered,Irregular,22,0%,1.23,8.3,NA,4,Straight,Other,Plain,Unidentifiable
VB B,Elongated product,Feathered,Parallel,21.08,0%,2.27,7.95,NA,2,Curved,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Irregular,21.69,0%,1.98,8.18,NA,3,Curved,Triangular,Cortical,Unidirectional
AMB IV,Elongated product,Feathered,Parallel,36.38,0%,4.41,13.72,NA,5,Curved,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,30.13,0%,3.22,11.36,NA,3,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,23.27,0%,1.65,8.77,NA,5,Curved,Triangular,Plain,Bidirectional
VB A,Elongated product,Feathered,Divergent,17.15,0%,1.77,6.46,NA,4,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Biconvex,25.57,0%,2.52,9.63,NA,3,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,23.61,0%,2.01,8.89,NA,5,Curved,Triangular,Crushed,Bidirectional
AMB II,Elongated product,Feathered,Déjeté,19.31,0%,2.11,7.27,NA,2,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.69,0%,1.3,9.67,NA,3,Curved,Triangular,Plain,Bidirectional
VB B,Elongated product,Feathered,Parallel,27.53,<25%,2.26,10.36,Lateral,3,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.41,0%,2.16,10.69,NA,3,Curved,Trapezoidal,Plain,Bidirectional
VALM,Elongated product,Feathered,Irregular,48.33,<25%,3.23,18.18,Lateral/Mesial,4,Straight,Trapezoidal,Faceted,Unidirectional
VB B,Elongated product,Pointed,Parallel,30.12,75-95%,5.08,11.33,Lateral,1,Curved,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,33.82,25-75%,5.16,12.72,Lateral/Proximal,4,Curved,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,17.9,0%,1.84,6.73,NA,2,Curved,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,30.06,0%,2.89,11.3,NA,4,Curved,Triangular,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Irregular,40.33,<25%,5.2,15.16,Lateral/Proximal,4,Irregular,Triangular,Faceted,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,25.22,0%,3,9.48,NA,2,Curved,Triangular,Plain,Unidirectional
VALM,Elongated product,Pointed,Convergent,25.86,0%,2.05,9.72,NA,3,Curved,Triangular,Faceted,Unidentifiable
VALM,Elongated product,Feathered,Irregular,34.43,0%,2.63,12.94,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,21.53,0%,1.49,8.09,NA,2,Curved,Triangular,Crushed,Unidirectional
VB B,Elongated product,Pointed,Biconvex,15.33,0%,2.83,5.76,NA,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,22.33,0%,1.36,8.39,NA,3,Straight,Trapezoidal,Other,Bidirectional
VB C,Elongated product,Hinged,Parallel,24.25,0%,2.8,9.11,NA,3,Twisted,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Overpassed,Parallel,23.11,0%,2.81,8.68,NA,4,Curved,Trapezoidal,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,23.62,0%,2.96,8.87,NA,3,Twisted,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,22,0%,1.41,8.26,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Biconvex,21.05,0%,1.74,7.9,NA,3,Curved,Trapezoidal,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,30.54,0%,3.17,11.46,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,28.81,0%,3.04,10.81,NA,6,Curved,Trapezoidal,Plain,Bidirectional
VALM,Elongated product,Feathered,Irregular,45.44,0%,5.07,17.04,NA,5,Curved,Trapezoidal,Other,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Irregular,47.84,0%,9.3,17.94,NA,2,Curved,Trapezoidal,Plain,Bidirectional
VB C,Elongated product,Feathered,Irregular,17.87,0%,1.38,6.7,NA,2,Straight,Triangular,Plain,Unidirectional
VB A,Elongated product,Pointed,Convergent,16.19,0%,3.91,6.07,NA,2,Straight,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Parallel,23.24,0%,2.14,8.71,NA,4,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,27.36,0%,2.48,10.25,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,28.27,<25%,3.86,10.59,Proximal,4,Curved,Triangular,Cortical,Unidirectional
VB B,Elongated product,Pointed,Convergent,11.89,0%,1.53,4.45,NA,2,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,28.27,<25%,2.7,10.58,Lateral/Proximal,2,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Convergent,29.19,0%,2.23,10.92,NA,3,Curved,Triangular,Plain,Unidentifiable
AMB IV,Elongated product,Feathered,Divergent,14.73,0%,1.26,5.51,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Hinged,Parallel,26.55,0%,2.63,9.93,NA,4,Straight,Trapezoidal,Plain,Bidirectional
VB A,Elongated product,Feathered,Irregular,27.22,25-75%,3.47,10.18,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,24.52,0%,2.73,9.17,NA,4,Curved,Trapezoidal,Crushed,Bidirectional
VB B,Elongated product,Pointed,Biconvex,20.33,0%,2.56,7.6,NA,4,Curved,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Irregular,40.42,0%,3.67,15.11,NA,4,Twisted,Triangular,Cortical,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Irregular,31.82,0%,3.39,11.89,NA,3,Twisted,Triangular,Plain,Unidirectional
VB B,Elongated product,Pointed,Biconvex,27.03,25-75%,2.97,10.1,Lateral,3,Twisted,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Other,26.63,0%,2.71,9.95,NA,4,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,23.58,0%,3.57,8.81,NA,3,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,22.11,0%,1.66,8.26,NA,2,Straight,Triangular,Crushed,Unidirectional
PAP 5'25-6'25,Elongated product,Feathered,Parallel,43.15,0%,4.44,16.12,NA,4,Straight,Trapezoidal,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Déjeté,23.61,25-75%,3.46,8.82,Lateral,2,Straight,Triangular,Crushed,Unidirectional
AMB IV,Elongated product,Feathered,Déjeté,28.27,0%,2.16,10.56,NA,3,Curved,Trapezoidal,Faceted,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,41.04,<25%,3.45,15.33,Proximal,4,Curved,Trapezoidal,Cortical,Unidentifiable
AMB II,Elongated product,Feathered,Parallel,20.48,0%,1.98,7.65,NA,3,Curved,Trapezoidal,Plain,Unidirectional
AMB II,Elongated product,Feathered,Parallel,22.95,0%,1.85,8.57,NA,3,Twisted,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,24.35,0%,2.48,9.09,NA,5,Straight,Triangular,Crushed,Bidirectional
AMB IV,Elongated product,Feathered,Parallel,16.99,0%,1.45,6.34,NA,2,Straight,Triangular,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,20.21,0%,2.23,7.54,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Convergent,26.97,0%,2.16,10.06,NA,4,Curved,Triangular,Plain,Bidirectional
AMB II,Elongated product,Feathered,Parallel,37.56,25-75%,4.96,14.01,Lateral,1,Curved,Triangular,Plain,Unidirectional
AMB II,Elongated product,Feathered,Parallel,42.36,0%,4.26,15.8,NA,3,Straight,Trapezoidal,Crushed,Bidirectional
VALM,Elongated product,Pointed,Convergent,28.64,0%,2.38,10.68,NA,2,Twisted,Triangular,Faceted,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.91,0%,2.88,10.78,NA,5,Twisted,Triangular,Crushed,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Parallel,48.66,0%,7.79,18.14,NA,4,Straight,Trapezoidal,Plain,Bidirectional
PAP 4'75-5'25,Elongated product,Feathered,Biconvex,52.5,0%,2.95,19.56,NA,4,Curved,Triangular,Cortical,Unidirectional
VB A,Elongated product,Pointed,Parallel,13.72,0%,2.25,5.11,NA,2,Straight,Triangular,Other,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Irregular,39.3,<25%,4,14.63,Lateral/Proximal,3,Straight,Trapezoidal,Plain,Bidirectional
VB C,Elongated product,Pointed,Convergent,19.4,0%,3.58,7.22,NA,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,31.4,0%,3.91,11.68,NA,5,Curved,Other,Plain,Bidirectional
AMB II,Elongated product,Hinged,Parallel,14.85,0%,2.04,5.52,NA,3,Straight,Trapezoidal,Dihedral,Unidirectional
AMB IV,Elongated product,Feathered,Parallel,16.69,0%,1.34,6.2,NA,3,Curved,Other,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Pointed,Irregular,25.79,0%,2.25,9.58,NA,3,Straight,Triangular,Other,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.51,0%,1.95,10.59,NA,4,Curved,Trapezoidal,Other,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,35.27,0%,2.13,13.1,NA,5,Curved,Trapezoidal,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Divergent,43.38,0%,3.18,16.11,NA,5,Curved,Trapezoidal,Plain,Bidirectional
VB C,Elongated product,Pointed,Parallel,26.42,0%,6.24,9.81,NA,2,Straight,Trapezoidal,Plain,Unidentifiable
PAP 4'00-4'75,Elongated product,Feathered,Parallel,19.39,0%,1.96,7.18,NA,3,Straight,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,29.23,25-75%,3.22,10.82,Lateral,1,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,18.21,0%,1.16,6.74,NA,3,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Biconvex,39.61,0%,4.04,14.66,NA,3,Curved,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Elongated product,Pointed,Parallel,39.02,0%,5.71,14.44,NA,2,Twisted,Triangular,Faceted,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,33.57,0%,2.82,12.42,NA,4,Twisted,Triangular,Crushed,Bidirectional
PAP 4'00-4'75,Elongated product,Pointed,Parallel,28.33,0%,5.38,10.48,NA,0,Twisted,Trapezoidal,Plain,Unidentifiable
VB C,Elongated product,Feathered,Parallel,21.6,0%,2.84,7.99,NA,2,Curved,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Elongated product,Feathered,Divergent,27.15,25-75%,3.62,10.04,Lateral,1,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,20.69,0%,1.28,7.65,NA,3,Straight,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Parallel,26.92,0%,2.64,9.95,NA,4,Twisted,Trapezoidal,Dihedral,Bidirectional
AMB IV,Elongated product,Feathered,Convergent,45.13,0%,6.68,16.68,NA,3,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,21.27,0%,1.46,7.86,NA,5,Straight,Other,Plain,Bidirectional
VALM,Elongated product,Feathered,Irregular,41.73,25-75%,3.16,15.42,Lateral,4,Curved,Trapezoidal,Crushed,Bidirectional
AMB IV,Elongated product,Hinged,Divergent,43.87,0%,6.28,16.21,NA,5,Straight,Triangular,Plain,Bidirectional
VB C,Elongated product,Feathered,Parallel,24.98,0%,2.96,9.23,NA,3,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.56,0%,3.96,10.55,NA,3,Twisted,Triangular,Plain,Bidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,28.81,0%,1.64,10.64,NA,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Irregular,30.85,25-75%,2.59,11.39,Lateral,1,Curved,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Elongated product,Feathered,Convergent,25.41,0%,1.61,9.38,NA,4,Straight,Trapezoidal,Plain,Bidirectional
